Group.1,R_W5_T1_150,R_W5_T1_151,R_W5_T1_152,R_W5_T1_154,R_W5_T1_160,R_W5_T1_176,R_W5_T1_178,R_W5_T1_179,R_W5_T1_181,R_W5_T1_182,R_W5_T1_185,R_W5_T1_187,R_W5_T1_206,R_W5_T1_208,R_W5_T1_209,R_W5_T1_210,R_W5_T2_142,R_W5_T2_143,R_W5_T2_145,R_W5_T2_146,R_W5_T2_147,R_W5_T2_164,R_W5_T2_169,R_W5_T2_170,R_W5_T2_171,R_W5_T2_173,R_W5_T2_175,R_W5_T2_190,R_W5_T2_191,R_W5_T2_192,R_W5_T2_193,R_W5_T2_196,R_W5_T2_197,R_W5_T2_198,R_W5_T2_200,R_W5_T2_203,R_W5_T3_100,R_W5_T3_101,R_W5_T3_103,R_W5_T3_104,R_W5_T3_121,R_W5_T3_122,R_W5_T3_124,R_W5_T3_125,R_W5_T3_128,R_W5_T3_129,R_W5_T3_130,R_W5_T3_132,R_W5_T3_133,R_W5_T3_72,R_W5_T3_74,R_W5_T3_76,R_W5_T3_77,R_W5_T3_92,R_W5_T3_94,R_W5_T3_98,R_W5_T4_107,R_W5_T4_109,R_W5_T4_110,R_W5_T4_113,R_W5_T4_114,R_W5_T4_115,R_W5_T4_116,R_W5_T4_118,R_W5_T4_134,R_W5_T4_136,R_W5_T4_137,R_W5_T4_139,R_W5_T4_140,R_W5_T4_78,R_W5_T4_79,R_W5_T4_81,R_W5_T4_84,R_W5_T4_85,R_W5_T4_87,R_W5_T4_90,R_W5_T4_91,R_W5_T5_10,R_W5_T5_11,R_W5_T5_12,R_W5_T5_13,R_W5_T5_14,R_W5_T5_15,R_W5_T5_18,R_W5_T5_19,R_W5_T5_20,R_W5_T5_21,R_W5_T5_37,R_W5_T5_39,R_W5_T5_41,R_W5_T5_43,R_W5_T5_45,R_W5_T5_46,R_W5_T5_48,R_W5_T5_49,R_W5_T5_65,R_W5_T5_68,R_W5_T5_69,R_W5_T6_1,R_W5_T6_22,R_W5_T6_23,R_W5_T6_24,R_W5_T6_25,R_W5_T6_27,R_W5_T6_29,R_W5_T6_32,R_W5_T6_33,R_W5_T6_35,R_W5_T6_4,R_W5_T6_5,R_W5_T6_50,R_W5_T6_51,R_W5_T6_54,R_W5_T6_55,R_W5_T6_56,R_W5_T6_57,R_W5_T6_6,R_W5_T6_61,R_W5_T6_62
Gymnopilus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
Hannaella,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hapsidospora,0,0,0,0,0,1,0,2,5,2,6,5,2,1,1,0,0,1,0,2,3,1,2,1,0,3,0,2,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haptocillium,6,0,0,0,3,4,2,1,0,3,1,0,0,0,0,1,0,3,0,1,1,0,1,3,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,3,2,0,0,0,4,0,0,0,0,1,0,0,1,2,2,1,0,0,0,2,1,2,1,0,4,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,2,4,1,2,1,2,1,1,0,0,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Hebeloma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Helminthosporium,3,4,0,6,3,0,1,4,2,3,21,34,0,0,75,1,104,211,4,28,77,5,12,22,11,2,3,2,23,10,0,0,1,0,0,0,0,4,1,1,15,0,4,0,4,15,2,11,1,8,1,0,0,0,3,0,0,10,33,17,0,0,11,3,4,3,0,0,0,0,0,7,0,12,2,0,1,0,4,0,0,3,2,0,0,0,0,5,4,0,0,0,0,1,425,3,0,2,0,2,0,8,4,9,0,2,0,0,12,2,1,0,86,0,0,4,0,99,1
Heterobasidion,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Heterogastridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hirsutella,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,3,2,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,1,0,1,0
Holtermanniella,17,38,27,20,25,15,43,27,23,25,48,19,29,13,34,31,33,21,29,28,29,12,38,16,33,25,25,34,20,34,25,25,26,28,16,37,26,21,24,19,24,20,44,20,17,37,7,20,27,17,11,26,32,20,43,31,17,18,15,16,8,22,10,25,34,19,18,19,29,11,17,15,15,21,22,22,23,32,22,18,24,29,23,15,19,18,19,19,13,9,28,13,21,16,18,22,18,42,22,51,18,30,12,25,31,23,23,40,28,26,24,17,9,27,30,7,31,21,12
Homophron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormonema,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyalorbilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyaloscypha,68,44,60,18,52,93,53,56,61,46,77,38,51,34,44,44,41,46,33,51,33,19,53,39,32,33,60,101,55,32,52,34,53,39,32,70,22,42,67,30,27,25,22,32,37,71,48,57,27,29,46,30,23,21,24,27,20,29,20,22,7,34,21,18,15,77,29,15,18,25,29,25,20,9,18,17,13,60,54,53,26,60,17,19,21,16,24,44,35,48,19,19,39,10,29,17,21,19,28,26,25,13,33,28,28,28,12,17,23,30,9,17,17,19,20,22,21,8,75
Hydnomerulius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hygrophoropsis,4,3,2,0,6,5,3,5,0,0,6,5,6,2,2,0,5,4,3,7,11,4,1,5,1,2,8,2,10,11,1,4,3,2,6,3,2,1,1,2,0,1,2,0,1,1,1,0,2,2,3,2,5,2,1,1,0,1,0,0,0,0,0,1,1,8,6,1,0,4,1,4,0,0,2,1,1,2,0,1,1,2,0,1,2,0,0,1,4,1,1,5,8,2,2,5,2,5,0,0,4,1,0,0,1,0,0,0,0,0,5,6,2,2,7,2,1,4,12
Hymenoscyphus,0,0,0,0,3,2,0,0,2,8,0,0,0,0,1,0,0,1,1,1,0,2,0,2,1,8,0,0,1,0,2,0,1,11,0,2,0,3,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0
Hyperphyscia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyphoderma,5,1,1,2,1,1,2,4,3,1,2,1,4,2,0,1,2,0,0,0,0,2,0,2,3,1,2,1,0,0,4,0,0,0,0,0,2,4,4,0,0,0,0,1,3,1,0,1,1,4,6,1,0,1,2,3,0,3,0,0,0,1,1,1,0,0,0,0,9,1,3,3,0,0,0,0,0,2,6,3,3,5,2,1,4,3,0,1,0,0,1,0,0,0,0,5,0,2,0,0,1,0,0,1,2,0,1,1,3,2,0,1,1,0,0,0,0,3,4
Hyphodontia,1,1,1,1,1,0,0,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,4,0,1,0,1,0,5,2,0,0,1,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hypholoma,0,0,4,2,0,2,1,3,1,0,2,2,3,0,1,1,3,4,0,0,0,1,2,4,2,0,1,1,2,1,1,3,3,1,2,2,2,1,1,0,3,0,3,2,0,1,1,5,2,2,2,2,0,1,0,0,1,2,1,0,2,2,1,6,0,1,5,1,0,2,0,5,0,0,1,1,2,0,3,0,1,2,2,4,0,0,3,1,2,1,0,1,4,0,1,1,1,2,1,1,1,2,0,1,1,1,1,0,1,2,0,3,1,1,1,2,3,1,1
Hypochnicium,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoxylon,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idriella,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0
Ilyonectria,2,0,1,0,2,2,3,3,1,1,4,0,2,1,4,0,3,2,1,2,0,2,4,3,5,5,0,3,2,0,0,2,3,2,3,4,2,3,4,1,3,6,2,2,1,2,3,3,3,4,5,3,4,2,2,1,2,1,1,1,0,3,1,4,6,3,3,4,4,3,3,4,6,4,5,1,2,3,1,2,1,3,0,0,2,2,0,4,1,7,6,0,1,1,2,3,1,0,3,0,2,1,2,4,2,1,0,0,5,2,2,3,1,2,5,4,3,0,2
Imleria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inocybe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iodophanus,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itersonilia,0,2,2,3,3,0,4,0,1,4,5,0,2,1,4,0,17,9,5,0,3,0,3,0,0,2,1,1,9,27,0,1,0,0,2,2,1,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,1,11,0,0,0,0,0,0,1,2,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Jackrogersella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Junewangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junghuhnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kappamyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,4,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Kazachstania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keratinophyton,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,1,0,0,0,1
Kernia,0,1,0,1,0,5,2,5,1,0,4,23,16,0,1,2,4,3,3,3,8,6,9,4,2,3,6,8,7,3,13,3,5,27,1,5,0,1,0,2,3,2,2,1,0,0,1,1,0,1,0,0,0,1,2,1,4,3,2,1,1,11,19,2,3,1,9,5,4,0,2,0,2,1,2,1,1,2,2,2,1,1,0,2,0,0,0,1,2,0,0,0,0,4,2,1,3,1,0,0,0,0,1,0,2,1,0,0,0,1,2,1,3,2,1,0,0,2,0
Kochiomyces,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Laccaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactarius,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laetiporus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasiobolidium,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,20,17,0,0,0,1,2,2,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,9,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,3,0,0
Lasionectria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecanicillium,0,1,3,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,2,0,1,1,0,0,3,1,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,1,1,3,1
Lecidella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lectera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecythophora,0,3,6,4,10,6,6,4,5,6,6,9,7,5,5,7,2,1,0,15,9,9,6,5,11,10,11,8,6,4,6,4,5,6,6,3,1,4,1,14,3,5,8,4,7,8,7,3,1,4,0,2,3,16,1,0,3,5,19,6,3,8,4,5,3,10,10,5,3,3,16,8,5,11,4,5,4,17,14,12,20,3,2,0,6,2,2,22,6,5,0,11,2,261,3,1,3,4,2,1,9,12,2,5,7,8,3,5,2,11,8,3,10,12,11,7,6,1,3
Lembosiniella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lentinus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepista,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leptodiscella,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Leptodontidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
